cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum,selection_features
M82,Décomposition d’objets,environment,text_id a00207,"['análisis', 'de', 'sólidos', 'disueltos', 'en', 'muestras', 'de', 'agua', 'y']","['N5-M6', 'P', 'N5-MP', 'VC--PM', 'P', 'N5-FP', 'P', 'N5-FS', 'C']",análisis de sólidos disueltos en muestras de agua y,ebullición de diez sales comunes que se esperaría se formaran durante elanálisis de sólidos disueltos en muestras de agua yaguas residuales . A partir de estos datos prediga la recuperación de,[],TRUE,no_det,M82_environment_no_det
M82,Décomposition d’objets,environment,text_id a00200,"['División', 'de', 'el', 'caudal', 'a', 'la', 'entrada', 'en', 'una', 'laguna', 'facultativa', 'para', 'mejorar']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N5-FS', 'P', 'E6--FS', 'N5-FS', 'JQ--FS', 'P', 'VI----']",División de el caudal a la entrada en una laguna facultativa para mejorar,ramas pueden servir también de soporte para el desarrollo de insectos .División de el caudal a la entrada en una laguna facultativa para mejorarla mezcla en ésta . Efecto de el viento en la reaireación,"['AMS', 'AFS', 'E6--FS']",TRUE,mix,M82_environment_mix
M82,Décomposition d’objets,environment,text_id a00207,"['análisis', 'de', 'sólidos', 'en', 'una', 'solución', 'de', 'cada', 'una']","['N5-M6', 'P', 'N5-MP', 'P', 'E6--FS', 'N5-FS', 'P', 'JN--6S', 'E6--FS']",análisis de sólidos en una solución de cada una,"la recuperación de sólidos que podría encontrar si estuviera llevando a caboanálisis de sólidos en una solución de cada unade las soles puros utilizando temperaturas de secado de 103 C ,","['E6--FS', 'E6--FS']",TRUE,indef,M82_environment_indef
M82,Décomposition d’objets,environment,text_id a00207,"['análisis', 'de', 'Winkler', 'en', 'una', 'solución', 'de', 'xxx', 'saturada']","['N5-M6', 'P', 'N4666', 'P', 'E6--FS', 'N5-FS', 'P', 'W', 'VC--SF']",análisis de Winkler en una solución de xxx saturada,el método de Winkler La reacción cíclica se demuestra mejor efectuando elanálisis de Winkler en una solución de xxx saturadacon aire y omitiendo la azida de sodio en el reactivo de,['E6--FS'],TRUE,indef,M82_environment_indef
M83,Décomposition d’objets,computer_science,text_id i00136,"['división', 'en', 'la', 'estructura', 'de', 'el', 'disco']","['N5-FS', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']",división en la estructura de el disco,"en directorios . Por_lo_tanto , un directorio no es más que unadivisión en la estructura de el disco, que sirve de separador para poder clasificar los archivos . Creación","['AFS', 'AMS']",TRUE,def,M83_computer_science_def
M83,Décomposition d’objets,computer_science,text_id i00138,"['división', 'en', 'bandas', 'de', 'frecuencias']","['N5-FS', 'P', 'N5-FP', 'P', 'N5-FP']",división en bandas de frecuencias,"satélites ). En la tabla de la Figura 1-10 se muestra ladivisión en bandas de frecuenciasque ha hecho la UIT de el espectro radioeléctrico , englobando la",[],TRUE,no_det,M83_computer_science_no_det
M83,Décomposition d’objets,law,text_id d00369,"['análisis', 'en', 'detalle', 'de', 'el', 'origen', 'de', 'la', 'Fiscalía_Europea']","['N5-M6', 'P', 'N5-MS', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N4666']",análisis en detalle de el origen de la Fiscalía_Europea,"competencias a corto y medio plazo en el futuro . Para unanálisis en detalle de el origen de la Fiscalía_Europea, así como de la problemática de orden penal y procesal que","['AMS', 'AFS']",TRUE,def,M83_law_def
M83,Décomposition d’objets,linguistics,text_id l00017,"['análisis', 'en', 'la', 'actuación', 'de', 'los', 'letrados']","['N5-M6', 'P', 'AFS', 'N5-FS', 'P', 'AMP', 'N5-MP']",análisis en la actuación de los letrados,"los expertos en el análisis de el discurso oral han centrado suanálisis en la actuación de los letrados, que puede resultar determinante para inclinar la balanza de forma decisiva","['AFS', 'AMP']",TRUE,def,M83_linguistics_def
M83,Décomposition d’objets,medicine,text_id m00041,"['análisis', 'en', 'una', 'forma', 'conjunta', 'de', 'la', 'relación', 'de', 'varias', 'variables']","['N5-M6', 'P', 'E6--FS', 'N5-FS', 'JQ--FS', 'P', 'AFS', 'N5-FS', 'P', 'JQ--FP', 'N5-FP']",análisis en una forma conjunta de la relación de varias variables,"o en presencia de otras variables que se controlan , hasta elanálisis en una forma conjunta de la relación de varias variablesindependientes con_respecto_a un efecto , o sea , en el análisis multivariable","['E6--FS', 'AFS']",TRUE,mix,M83_medicine_mix
M83,Décomposition d’objets,medicine,text_id m00246,"['cortes', 'en', 'el', 'interior', 'de', 'la', 'molécula', 'son', 'ignorados']","['N5-6P', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N5-FS', 'VDR3P-', 'VC--PM']",cortes en el interior de la molécula son ignorados,"el marcaje de sus extremos , los que han sido generados porcortes en el interior de la molécula son ignorados. La serie de fragmentos obtenidos identifica la distancia desde cada diana","['AMS', 'AFS']",TRUE,def,M83_medicine_def
M83,Décomposition d’objets,medicine,text_id m00590,"['ANÁLISIS', 'EN', 'METAFASE', 'El', 'análisis', 'de', 'ACs', 'generalmente', 'se', 'realiza']","['N5-M6', 'P', 'N5-FS', 'AMS', 'N5-M6', 'P', 'N4666', 'D', 'R6EZZZZ', 'VDR3S-']",ANÁLISIS EN METAFASE El análisis de ACs generalmente se realiza,"de tipo cromosómico resultado de la interacción de dos roturas DETECCIÓN DE_LAS_AcsANÁLISIS EN METAFASE El análisis de ACs generalmente se realizaen metafase , cuando se pueden visualizar bien los cromosomas . La",['AMS'],TRUE,def,M83_medicine_def
M83,Décomposition d’objets,medicine,text_id m00035,"['análisis', 'en', 'los', 'estudios', 'de', 'cohortes', 'depende', 'de', 'varios']","['N5-M6', 'P', 'AMP', 'N5-MP', 'P', 'N5-FP', 'VDR3S-', 'P', 'JQ--MP']",análisis en los estudios de cohortes depende de varios,. La elección de las pruebas estadísticas y los modelos para elanálisis en los estudios de cohortes depende de variosfactores : a) el tipo de variables predictoras y de desenlace (,['AMP'],TRUE,def,M83_medicine_def
M83,Décomposition d’objets,medicine,text_id m00035,"['corte', 'en', 'la', 'zona', 'plana', 'de', 'la', 'curva']","['N5-6S', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'P', 'AFS', 'N5-FS']",corte en la zona plana de la curva,". De forma similar , tampoco es aconsejable seleccionar el punto decorte en la zona plana de la curva, ya que la sensibilidad se mantiene prácticamente inalterada mientras que la","['AFS', 'AFS']",TRUE,def,M83_medicine_def
M83,Décomposition d’objets,general,text_id g20892,"['divisiones', 'en', 'momentos', 'de', 'liquidación']","['N5-FP', 'P', 'N5-MP', 'P', 'N5-FS']",divisiones en momentos de liquidación,"de las cárceles y cómo tienden por naturaleza a agudizar se lasdivisiones en momentos de liquidación. Así_que los dos únicos elementos de cohesión que se atisban ,",[],FALSE,no_det,M83_general_no_det
M83,Décomposition d’objets,general,text_id g20124,"['corte', 'en', 'forma', 'de', 'esfuerzo', 'cortante']","['N5-6S', 'P', 'N5-FS', 'P', 'N5-MS', 'JQ--6S']",corte en forma de esfuerzo cortante,"perno de unión de las cuchillas y llega a el punto decorte en forma de esfuerzo cortante. A el ir avanzando el corte , experimentando todos los puntos",[],FALSE,no_det,M83_general_no_det
M83,Décomposition d’objets,general,text_id g20413,"['análisis', 'en', 'profundidad', 'de', 'el', 'PFS', 'confirman', 'que', 'el']","['N5-M6', 'P', 'N5-FS', 'P', 'AMS', 'N4666', 'VDR3P-', 'C', 'AMS']",análisis en profundidad de el PFS confirman que el,"Marte usando el telescopio franco-canadiense de Mauna_Kea ( Hawai ) . Losanálisis en profundidad de el PFS confirman que elmetano no es uniforme en la atmósfera , sino que está concentrado","['AMS', 'AMS']",FALSE,def,M83_general_def
M83,Décomposition d’objets,general,text_id g20651,"['división', 'en', 'el', 'seno', 'de', 'el', 'mundo', 'musulmán', 'y', 'el']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N5-MS', 'JQ--MS', 'C', 'AMS']",división en el seno de el mundo musulmán y el,"problemas . Y este factor introducirá , seguramente , nuevos elementos dedivisión en el seno de el mundo musulmán y elmundo árabe . Difícilmente podría terminar este artículo sobre Sharm_El_Sheij sin aportar","['AMS', 'AMS', 'AMS']",FALSE,def,M83_general_def
M83,Décomposition d’objets,general,text_id g00546,"['análisis', 'en', 'Cl', 'de', 'la', 'secuencia']","['N5-M6', 'P', 'N4666', 'P', 'AFS', 'N5-FS']",análisis en Cl de la secuencia,", la forma de representación que el mismo Hockett aplica a elanálisis en Cl de la secuencia, tendríamos : xxx . El análisis en Cl. se apoya en",['AFS'],FALSE,def,M83_general_def
M83,Décomposition d’objets,general,text_id g20354,"['división', 'en', 'el', 'seno', 'de', 'la', 'OPEP', 'F.', 'GUALDONI']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'AFS', 'N4666', 'N5-MS', 'JQ--6S']",división en el seno de la OPEP F. GUALDONI,7-5 . El crudo vuelve a superar los 38 dólares ante ladivisión en el seno de la OPEP F. GUALDONI I. FERRER Los precios de el petróleo se dispararon ayer hasta,"['AMS', 'AFS']",FALSE,def,M83_general_def
M83,Décomposition d’objets,general,text_id g00362,"['corte', 'en', 'el', 'comité', 'de', 'selección']","['N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'N5-FS']",corte en el comité de selección,"Higuero y Redolat en los Campeonatos_de_España , Estévez no ha pasado elcorte en el comité de selección. Para el mediofondo español , las ausencias de Cacho y Estévez",['AMS'],FALSE,def,M83_general_def
M83,Décomposition d’objets,general,text_id g00546,"['análisis', 'en', 'Cl.', 'de', 'una', 'emisión', 'inglesa', 'se', 'obtienen']","['N5-M6', 'P', 'N4666', 'P', 'E6--FS', 'N5-FS', 'JQ--FS', 'R6EZZZZ', 'VDR3P-']",análisis en Cl. de una emisión inglesa se obtienen,") , similitud fónica , congruencia estructural y economía . En elanálisis en Cl. de una emisión inglesa se obtienenestas unidades : macrosegmento ( parte de emisión comprendida entre una pausa",['E6--FS'],FALSE,indef,M83_general_indef
M83,Décomposition d’objets,general,text_id g20830,"['descomposición', 'en', 'el', 'interior', 'de', 'una', 'lavadora', 'y', 'una', 'secadora']","['N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'E6--FS', 'N5-FS', 'C', 'E6--FS', 'N5-FS']",descomposición en el interior de una lavadora y una secadora,", 2 y 1 año - , fueron encontrados en estado dedescomposición en el interior de una lavadora y una secadorade el apartamento en el que vivían , según ha detallado uno","['AMS', 'E6--FS', 'E6--FS']",FALSE,mix,M83_general_mix
M83,Décomposition d’objets,environment,text_id a00058,"['Análisis', 'en', 'Componentes_Principales', 'de', 'las', 'variables', 'químicas', 'de', '234']","['N4666', 'P', 'N4666', 'P', 'AFP', 'N5-FP', 'JQ--FP', 'P', 'X']",Análisis en Componentes_Principales de las variables químicas de 234,pueden ser deducidos mediante un análisis multifactorial . Los resultados de elAnálisis en Componentes_Principales de las variables químicas de 234muestras de agua subterránea proporcionó coeficientes de las combinaciones lineales que representan,['AFP'],TRUE,def,M83_environment_def
M83,Décomposition d’objets,environment,text_id a00058,"['Análisis', 'en', 'Componentes_Principales', 'de', 'las', 'variables', 'químicas']","['N4666', 'P', 'N4666', 'P', 'AFP', 'N5-FP', 'JQ--FP']",Análisis en Componentes_Principales de las variables químicas,"de el suelo para conocer sus principales tendencias de variación . ElAnálisis en Componentes_Principales de las variables químicas( pH , conductividad e iones mayoritarios ) medidas en la solución",['AFP'],TRUE,def,M83_environment_def
M83,Décomposition d’objets,environment,text_id a00323,"['cortes', 'en', 'la', 'producción', 'de', 'electricidad', 'y', 'su', 'repercusión']","['N5-6P', 'P', 'AFS', 'N5-FS', 'P', 'N5-FS', 'C', 'JP636S', 'N5-FS']",cortes en la producción de electricidad y su repercusión,"hay radiación solar . Con ello se resuelve el principal problema decortes en la producción de electricidad y su repercusiónsobre el abastecimiento , como sucede también con la eólica , condicionada",['AFS'],TRUE,def,M83_environment_def
M83,Décomposition d’objets,economy,text_id e00147,"['análisis', 'en', 'el', 'modelo', 'de', 'Ohlson']","['N5-M6', 'P', 'AMS', 'N5-6S', 'P', 'N4666']",análisis en el modelo de Ohlson,"habitual empleada en la literatura . Por otra parte , basamos nuestroanálisis en el modelo de Ohlson( 1995 ) , lo que implica aceptar la dinámica de la",['AMS'],TRUE,def,M83_economy_def
M83,Décomposition d’objets,economy,text_id e00161,"['análisis', 'en', 'profundidad', 'de', 'el', 'estudio', 'de', 'casos', 'se', 'mostró', 'como']","['N5-M6', 'P', 'N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'N5-MP', 'R6EZZZZ', 'VDP3S-', 'D']",análisis en profundidad de el estudio de casos se mostró como,"nuestro estudio de referencia , por lo que la realización de unanálisis en profundidad de el estudio de casos se mostró comola alternativa metodológica de investigación más apropiada para los objetivos , condiciones",['AMS'],TRUE,def,M83_economy_def
M83,Décomposition d’objets,economy,text_id e00043,"['análisis', 'en', 'toma', 'de', 'decisiones']","['N5-M6', 'P', 'N5-FS', 'P', 'N5-FP']",análisis en toma de decisiones,"lo que las caracteriza ( rigor en la organización , planificación yanálisis en toma de decisiones) , pueda adaptar se y ser eficaz en una compañía familiar",[],TRUE,no_det,M83_economy_no_det
M83,Décomposition d’objets,environment,text_id a00045,"['análisis', 'en', 'términos', 'de', 'espectros']","['N5-M6', 'P', 'N5-MP', 'P', 'N5-MP']",análisis en términos de espectros,"con una percepción « artística » , es decir , con unanálisis en términos de espectros, más que con un análisis más detallado de grado superior que",[],TRUE,no_det,M83_environment_no_det
M83,Décomposition d’objets,environment,text_id a00044,"['desintegración', 'en', 'entidades', 'separadas', 'por', 'falta', 'de', 'trabazón']","['N5-FS', 'P', 'N5-FP', 'VC--PF', 'P', 'N5-FS', 'P', 'N5-FS']",desintegración en entidades separadas por falta de trabazón,"rigidez excesiva de el ecosistema por otra , por el riesgo dedesintegración en entidades separadas por falta de trabazón. Dentro de estas limitaciones , las trayectorias de los distintos sistemas",[],TRUE,no_det,M83_environment_no_det
M86,Types de parties,medicine,text_id m00181,"['El', 'plasma', 'es', 'la', 'porción', 'de', 'la', 'sangre']","['AMS', 'N5-6S', 'VDR3S-', 'AFS', 'N5-FS', 'P', 'AFS', 'N5-FS']",El plasma es la porción de la sangre,"de el líquido extracelular , o sea , unos 3 litros .El plasma es la porción de la sangreque no contiene células y se mantiene constantemente en intercambio con el","['AMS', 'AFS', 'AFS']",TRUE,def,M86_medicine_def
M86,Types de parties,medicine,text_id m00020,"['el', 'ojo', 'es', 'el', 'órgano', 'de', 'la', 'visión']","['AMS', 'N5-MS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AFS', 'N5-FS']",el ojo es el órgano de la visión,"el paciente muchas de las lesiones específicas de enfermedades médicas . Puesto_queel ojo es el órgano de la visión, es evidente que el deterioro en diversos grados de la agudeza","['AMS', 'AMS', 'AFS']",TRUE,def,M86_medicine_def
M86,Types de parties,medicine,text_id m00110,"['Los', 'pulmones', 'son', 'los', 'órganos', 'de', 'la', 'respiración', 'en', 'los']","['AMP', 'N5-MP', 'VDR3P-', 'AMP', 'N5-MP', 'P', 'AFS', 'N5-FS', 'P', 'AMP']",Los pulmones son los órganos de la respiración en los,manteniendo pasivamente el equilibrio entre las presiones extra e intrabronquiales . PULMONESLos pulmones son los órganos de la respiración en loscuales la sangre venosa se transforma en sangre arterial . SITUACIÓN Son,"['AMP', 'AMP', 'AFS', 'AMP']",TRUE,def,M86_medicine_def
M86,Types de parties,medicine,text_id m00201,"['Los', 'nucleótidos', 'son', 'los', 'componentes', 'de', 'los', 'genes']","['AMP', 'N5-MP', 'VDR3P-', 'AMP', 'N5-MP', 'P', 'AMP', 'N5-MP']",Los nucleótidos son los componentes de los genes,"la secuencia de nucleótidos de el ADN de un gen . (Los nucleótidos son los componentes de los genes, que determinan la secuencia de aminoácidos de las proteínas ) .","['AMP', 'AMP', 'AMP']",TRUE,def,M86_medicine_def
M86,Types de parties,environment,text_id a00200,"['Los', 'taludes', 'son', 'los', 'elementos', 'de', 'la', 'planta', 'de', 'depuración', 'por']","['AMP', 'N5-MP', 'VDR3P-', 'AMP', 'N5-MP', 'P', 'AFS', 'N5-FS', 'P', 'N5-FS', 'P']",Los taludes son los elementos de la planta de depuración por,están en condiciones de cumplir su misión correctamente . Mantenimiento de taludesLos taludes son los elementos de la planta de depuración porlagunaje más sensibles a el deterioro y donde éste resulta más visible,"['AMP', 'AMP', 'AFS']",TRUE,def,M86_environment_def
M86,Types de parties,law,text_id d00156,"['el', 'Comité', 'interino', 'serán', 'los', 'miembros', 'de', 'el', 'Comité', 'de', 'representantes', 'permanentes']","['AMS', 'N4666', 'JQ--MS', 'VDU3P-', 'AMP', 'N5-MP', 'P', 'AMS', 'N4666', 'P', 'N5-6P', 'JQ--6P']",el Comité interino serán los miembros de el Comité de representantes permanentes,"Estados adherentes . Por parte de las Comunidades , los miembros deel Comité interino serán los miembros de el Comité de representantes permanenteso aquellos que éstos designen a tal efecto . Se invitará a","['AMS', 'AMP', 'AMS']",TRUE,def,M86_law_def
M86,Types de parties,law,text_id d00075,"['El', 'Consejo_Rector', 'es', 'el', 'órgano', 'de', 'gobierno']","['AMS', 'N4666', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'N5-MS']",El Consejo_Rector es el órgano de gobierno,"o caducidad de acciones . DEL CONSEJO RECTOR Naturaleza y competencia .El Consejo_Rector es el órgano de gobierno, gestión y representación de la Sociedad_Cooperativa , con sujeción a la","['AMS', 'AMS']",TRUE,def,M86_law_def
M86,Types de parties,law,text_id d00077,"['El', 'Consejo_Social', 'es', 'el', 'órgano', 'de', 'participación', 'de', 'la', 'sociedad']","['AMS', 'N4666', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'N5-FS', 'P', 'AFS', 'N5-FS']",El Consejo_Social es el órgano de participación de la sociedad,la presente Ley . Los Estatutos establecerán las normas electorales aplicables .El Consejo_Social es el órgano de participación de la sociedaden la Universidad . Corresponde a el Consejo_Social la aprobación de el,"['AMS', 'AMS', 'AFS']",TRUE,def,M86_law_def
M86,Types de parties,law,text_id d00114,"['El', 'Comité_Español_de_Disciplina_Deportiva', 'es', 'el', 'órgano', 'de', 'ámbito', 'estatal']","['AMS', 'N4666', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'N5-MS', 'JQ--6S']",El Comité_Español_de_Disciplina_Deportiva es el órgano de ámbito estatal,"se medidas cautelares mediante providencia notificada a todas las partes interesadas .El Comité_Español_de_Disciplina_Deportiva es el órgano de ámbito estatal, adscrito orgánicamente a el Consejo_Superior_de_Deportes que , actuando con independencia de","['AMS', 'AMS']",TRUE,def,M86_law_def
M86,Types de parties,computer_science,text_id i00079,"['el', 'analizador', 'léxico', 'es', 'la', 'parte', 'de', 'el', 'compilador']","['AMS', 'N5-MS', 'JQ--MS', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AMS', 'N5-MS']",el analizador léxico es la parte de el compilador,"léxico . Interacción de un analizador léxico con el analizador sintáctico Comoel analizador léxico es la parte de el compiladorque lee el texto fuente , también puede realizar ciertas funciones secundarias","['AMS', 'AFS', 'AMS']",TRUE,def,M86_computer_science_def
M86,Types de parties,computer_science,text_id i00130,"['EL', 'GESTOR', 'DE', 'FICHEROS', 'Es', 'la', 'parte', 'de', 'el', 'sistema', 'operativo']","['AMS', 'N5-MS', 'P', 'N5-MP', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AMS', 'N5-MS', 'JQ--MS']",EL GESTOR DE FICHEROS Es la parte de el sistema operativo,sitúan los datos que hay que leer o hay que almacenar .EL GESTOR DE FICHEROS Es la parte de el sistema operativoque se encarga de manejar los datos que se encuentran almacenados en,"['AMS', 'AFS', 'AMS']",TRUE,def,M86_computer_science_def
M86,Types de parties,computer_science,text_id i00128,"['El', 'alcance', 'de', 'una', 'variable', 'es', 'la', 'parte', 'de', 'el', 'programa', 'en', 'la']","['AMS', 'N5-MS', 'P', 'E6--FS', 'N5-FS', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'AFS']",El alcance de una variable es la parte de el programa en la,Esto da lugar a la idea de alcance de una variable .El alcance de una variable es la parte de el programa en laque se puede usar . Las variables que se han declarado para,"['AMS', 'E6--FS', 'AFS', 'AMS', 'AFS']",TRUE,mix,M86_computer_science_mix
M86,Types de parties,general,text_id g20834,"['el', 'final', 'es', 'una', 'fracción', 'de', 'la', 'suma', 'percibida', 'de', 'el']","['AMS', 'N5-6S', 'VDR3S-', 'E6--FS', 'N5-FS', 'P', 'AFS', 'N5-FS', 'VC--SF', 'P', 'AMS']",el final es una fracción de la suma percibida de el,"mantenimiento de las máquinas y equipos utilizados . Lo que queda ael final es una fracción de la suma percibida de elAyuntamiento . Esto no ha evitado , por_supuesto , que el sector","['AMS', 'E6--FS', 'AFS', 'AMS']",FALSE,mix,M86_general_mix
M86,Types de parties,general,text_id g00282,"['los', 'sentimientos', 'sólo', 'pueden', 'ser', 'una', 'parte', 'de', 'el', 'proceso']","['AMP', 'N5-MP', 'D', 'VDR3P-', 'VI----', 'E6--FS', 'N5-6S', 'P', 'AMS', 'N5-MS']",los sentimientos sólo pueden ser una parte de el proceso,"simpatía emocional en las conferencias de el partido , pero agregó quelos sentimientos sólo pueden ser una parte de el proceso. El proceso de candidaturas no debe ser alimentado sólo emotivamente desde","['AMP', 'E6--FS', 'AMS']",FALSE,mix,M86_general_mix
M86,Types de parties,general,text_id g00160,"['las', 'ideas', 'son', 'una', 'parte', 'de', 'el', 'pensamiento']","['AFP', 'N5-FP', 'VDR3P-', 'E6--FS', 'N5-6S', 'P', 'AMS', 'N5-MS']",las ideas son una parte de el pensamiento,"si no sería un sinsentido . Análisis semántico Ideas : en Descarteslas ideas son una parte de el pensamiento, las cuales se dividen en innatas adventicias y facticias . Imágenes","['AFP', 'E6--FS', 'AMS']",FALSE,mix,M86_general_mix
M86,Types de parties,general,text_id g00521,"['la', 'Audiencia_Nacional', 'considera', 'que', 'Gestoras', 'es', 'una', 'parte', 'de', 'la', 'estructura', 'de', 'ETA']","['AFS', 'N4666', 'VDR3S-', 'C', 'N4666', 'VDR3S-', 'E6--FS', 'N5-6S', 'P', 'AFS', 'N5-FS', 'P', 'N4666']",la Audiencia_Nacional considera que Gestoras es una parte de la estructura de ETA,pro Amnistía en una operación dirigida por Baltasar_Garzón . El juez dela Audiencia_Nacional considera que Gestoras es una parte de la estructura de ETAque se encarga de coordinar y financiar el denominado aparato de makos,"['AFS', 'E6--FS', 'AFS']",FALSE,mix,M86_general_mix
M86,Types de parties,general,text_id g00159,"['La', 'litosfera', 'es', 'la', 'parte', 'de', 'la', 'tierra']","['AFS', 'N5-FS', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AFS', 'N5-FS']",La litosfera es la parte de la tierra,", por debajo de la litosfera , denominadas corrientes de convección .La litosfera es la parte de la tierraque comprende la corteza terrestre y la parte más superficial de el","['AFS', 'AFS', 'AFS']",FALSE,def,M86_general_def
M86,Types de parties,general,text_id g00460,"['las', 'autonomías', 'lo', 'importante', 'es', 'la', 'parte', 'de', 'el', 'pastel']","['AFP', 'N5-FP', 'ANS', 'JQ--6S', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AMS', 'N5-MS']",las autonomías lo importante es la parte de el pastel,"socialistas de Castilla-La_Mancha o Extremadura , revela que para la mayoría delas autonomías lo importante es la parte de el pastelque puedan obtener , no la política de el agua . Otro","['AFP', 'ANS', 'AFS', 'AMS']",FALSE,def,M86_general_def
M86,Types de parties,general,text_id g00263,"['el', 'Premio_Selección_Dial', '2000', 'fueron', 'los', 'miembros', 'de', 'el', 'grupo', 'Ketama']","['AMS', 'N4666', 'X', 'VDP3P-', 'AMP', 'N5-MP', 'P', 'AMS', 'N5-MS', 'N4666']",el Premio_Selección_Dial 2000 fueron los miembros de el grupo Ketama,"entre los pocos elegidos para estos premios . Los últimos en recibirel Premio_Selección_Dial 2000 fueron los miembros de el grupo Ketama. Y , por_supuesto , no por figurar en último lugar de","['AMS', 'AMP', 'AMS']",FALSE,def,M86_general_def
M86,Types de parties,general,text_id g20133,"['La', 'cola', 'es', 'la', 'parte', 'de', 'la', 'lima']","['AFS', 'N5-FS', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'AFS', 'N5-FS']",La cola es la parte de la lima,una lima o recórtese de la cola de una lima vieja .La cola es la parte de la limaque encaja en el mango . Nunca se use un martillo ordinario,"['AFS', 'AFS', 'AFS']",FALSE,def,M86_general_def
M86,Types de parties,general,text_id g00275,"['el', 'negocio', 'doméstico', 'minorista', 'sigue', 'siendo', 'la', 'parte', 'de', 'el', 'león', 'de', 'los', 'resultados']","['AMS', 'N5-MS', 'JQ--MS', 'N5-6S', 'VDR3S-', 'VG----', 'AFS', 'N5-6S', 'P', 'AMS', 'N5-MS', 'P', 'AMP', 'N5-MP']",el negocio doméstico minorista sigue siendo la parte de el león de los resultados,"grupo . Temores muy justificados , en el caso español , porqueel negocio doméstico minorista sigue siendo la parte de el león de los resultadosde bancos y cajas . Los acuerdos de las últimas dos semanas","['AMS', 'AFS', 'AMS', 'AMP']",FALSE,def,M86_general_def
M86,Types de parties,economy,text_id e00108,"['El', 'ingreso', 'bruto', 'es', 'la', 'parte', 'de', 'valor', 'y', 'la', 'parte']","['AMS', 'N5-MS', 'JQ--MS', 'VDR3S-', 'AFS', 'N5-6S', 'P', 'N5-MS', 'C', 'AFS', 'N5-6S']",El ingreso bruto es la parte de valor y la parte,"de el superproducto , que representa el beneficio y la renta .El ingreso bruto es la parte de valor y la partede el producto bruto , cuya medida es esa parte de valor","['AMS', 'AFS', 'AFS']",TRUE,def,M86_economy_def
M86,Types de parties,economy,text_id e00079,"['la', 'historia', 'económica', 'es', 'una', 'parte', 'de', 'la', 'economía']","['AFS', 'N5-FS', 'JQ--FS', 'VDR3S-', 'E6--FS', 'N5-6S', 'P', 'AFS', 'N5-FS']",la historia económica es una parte de la economía,"Segunda : hemos de registrar resueltamente el hecho de que , comola historia económica es una parte de la economía, las técnicas de el historiador son como pasajeros en el gran","['AFS', 'E6--FS', 'AFS']",TRUE,mix,M86_economy_mix
M86,Types de parties,economy,text_id e00126,"['el', 'beneficio', 'comercial', 'es', 'una', 'parte', 'de', 'la', 'plusvalía', 'total', 'creada', 'en']","['AMS', 'N5-MS', 'JQ--6S', 'VDR3S-', 'E6--FS', 'N5-6S', 'P', 'AFS', 'N5-FS', 'JQ--6S', 'VC--SF', 'P']",el beneficio comercial es una parte de la plusvalía total creada en,"lo mismo que el dinero de papel , por ejemplo . Peroel beneficio comercial es una parte de la plusvalía total creada enla producción . Cuanto mayor sea la parte que recae sobre el","['AMS', 'E6--FS', 'AFS']",TRUE,mix,M86_economy_mix
M86,Types de parties,medicine,text_id m00224,"['El', 'coste', 'es', 'una', 'parte', 'de', 'los', 'ingresos']","['AMS', 'N5-MS', 'VDR3S-', 'E6--FS', 'N5-6S', 'P', 'AMP', 'N5-MP']",El coste es una parte de los ingresos,"condenación eterna y se promete a los fieles la bendición perdurable .El coste es una parte de los ingresos, una vida dedicada a propagar la palabra o recursos dedicados a","['AMS', 'E6--FS', 'AMP']",TRUE,mix,M86_medicine_mix
M86,Types de parties,medicine,text_id m00064,"['el', 'área', 'postrema', 'es', 'una', 'parte', 'de', 'el', 'encéfalo']","['AMS', 'N5-FS', 'JQ--FS', 'VDR3S-', 'E6--FS', 'N5-6S', 'P', 'AMS', 'N5-MS']",el área postrema es una parte de el encéfalo,"no pueden atravesar la puedan pasar aquí libremente . Por ejemplo ,el área postrema es una parte de el encéfaloque controla los vómitos . En ella , la barrera hematoencefálica es","['AMS', 'E6--FS', 'AMS']",TRUE,mix,M86_medicine_mix
