cm,type,field,text_id,target_tokens,target_tags,sentence,context,det,specialized_lang,det_sum
M98,Expression du lieu : Région/endroit,general,text_id g20393,"['el', 'operario', 'quedó', 'en', 'libertad', 'a', 'el', 'no']","['AMS', 'N5-MS', 'VDP3S-', 'P', 'N5-FS', 'P', 'AMS', 'D']",el operario quedó en libertad a el no,"marido de la víctima . Tras prestar declaración ante la policía ,el operario quedó en libertad a el noapreciar se indicios de delito . El tractor , según fuentes municipales","['AMS', 'AMS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20897,"['el', 'futbolista', 'gaditano', 'se', 'quedaría', 'en', 'Sevilla', 'a', 'el', 'no']","['AMS', 'N5-6S', 'JQ--MS', 'R6EZZZZ', 'VDC6S-', 'P', 'N4666', 'P', 'AMS', 'D']",el futbolista gaditano se quedaría en Sevilla a el no,que acusó de mentir cuando aseguró a principios de esta semana queel futbolista gaditano se quedaría en Sevilla a el nohaber se recibido ofertas por él . He tenido que salir a,"['AMS', 'AMS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00278,"['el', 'artista', 'suizo', 'no', 'figure', 'en', 'la', 'historia', 'como', 'uno', 'de']","['AMS', 'N5-6S', 'JQ--MS', 'D', 'VJR6S-', 'P', 'AFS', 'N5-FS', 'D', 'RN-----', 'P']",el artista suizo no figure en la historia como uno de,"Sunyer , por citar sólo algunos , fue enorme pese a queel artista suizo no figure en la historia como uno delos grandes nombres de el arte de este siglo . Identificadas 350","['AMS', 'AFS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00447,"['Los', 'Budas_de_Bamiyan', 'no', 'figuraban', 'en', 'la', 'lista', 'de', 'patrimonio', 'mundial']","['AMP', 'N4666', 'D', 'VDA3P-', 'P', 'AFS', 'N5-FS', 'P', 'N5-MS', 'JQ--6S']",Los Budas_de_Bamiyan no figuraban en la lista de patrimonio mundial,"el patrimonio de el pueblo afgano y de toda la humanidad .Los Budas_de_Bamiyan no figuraban en la lista de patrimonio mundial, pero hubieran merecido estar inscritos y su destrucción constituye un verdadero","['AMP', 'AFS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00447,"['el', 'señor', 'Mayor_Oreja', 'no', 'permanezca', 'en', 'el', 'Ministerio_del_Interior', 'para', 'comprobar', 'los']","['AMS', 'N5-MS', 'N4666', 'D', 'VJR6S-', 'P', 'AMS', 'N4666', 'P', 'VI----', 'AMP']",el señor Mayor_Oreja no permanezca en el Ministerio_del_Interior para comprobar los,"para aspirar a el cargo de primer lehendakari antinacionalista . Lástima queel señor Mayor_Oreja no permanezca en el Ministerio_del_Interior para comprobar losfrutos de su viaje a Ecuador , cuando descubrió que si los","['AMS', 'AMS', 'AMP']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00326,"['La', 'reunión', 'de', 'Malmoe', 'no', 'figuraba', 'en', 'el', 'calendario']","['AFS', 'N5-FS', 'P', 'N4666', 'D', 'VDA6S-', 'P', 'AMS', 'N5-MS']",La reunión de Malmoe no figuraba en el calendario,", con lo que apenas ha habido ocasión de proclamas retóricas .La reunión de Malmoe no figuraba en el calendario. Ha sido una iniciativa de el ministro sueco y de el","['AFS', 'AMS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20285,"['el', 'pashtún', 'no', 'figure', 'en', 'la', 'Constitución', 'como', 'lengua', 'nacional']","['AMS', 'N5-MS', 'D', 'VJR6S-', 'P', 'AFS', 'N4666', 'D', 'N5-FS', 'JQ--6S']",el pashtún no figure en la Constitución como lengua nacional,"étnica , han efectuado algunas concesiones significativas , como la de queel pashtún no figure en la Constitución como lengua nacionalde el país . En ningún lugar se menciona tampoco la sharia","['AMS', 'AFS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20696,"['El', 'Consejo', 'no', 'puede', 'permanecer', 'en', 'silencio']","['AMS', 'N4666', 'D', 'VDR3S-', 'VI----', 'P', 'N5-MS']",El Consejo no puede permanecer en silencio,"falta de cooperación , hasta ahora , de el Ejecutivo sirio .El Consejo no puede permanecer en silencio, dijo Douste-Blazy , quien advirtió a Siria de que si no",['AMS'],FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00579,"['el', 'Banco_de_España', 'ni', 'figuran', 'en', 'el', 'auto', 'de', 'Baltasar_Garzón']","['AMS', 'N4666', 'C', 'VDR3P-', 'P', 'AMS', 'N5-MS', 'P', 'N4666']",el Banco_de_España ni figuran en el auto de Baltasar_Garzón,"Luis_María_Ybarra y Zubiría , que , aunque no han sido expedientados porel Banco_de_España ni figuran en el auto de Baltasar_Garzón, aparecen entre los 22 directivos de el antiguo BBV beneficiarios de","['AMS', 'AMS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20392,"['la', 'campaña', 'a', 'el', 'no', 'figurar', 'en', 'la', 'legislación', 'española', 'ayuda', 'para']","['AFS', 'N5-FS', 'P', 'AMS', 'D', 'VI----', 'P', 'AFS', 'N5-FS', 'JQ--FS', 'VDR3S-', 'P']",la campaña a el no figurar en la legislación española ayuda para,a endeudar se . Tuvo que afrontar en solitario el coste dela campaña a el no figurar en la legislación española ayuda parahacer frente a las campañas sobre referendos . Aunque el caso Filesa,"['AFS', 'AMS', 'AFS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20762,"['La', 'corrupción', 'no', 'se', 'queda', 'en', 'las', 'fuerzas', 'armadas']","['AFS', 'N5-FS', 'D', 'R6EZZZZ', 'VDR3S-', 'P', 'AFP', 'N5-FP', 'VC--PF']",La corrupción no se queda en las fuerzas armadas,"la tarifa de las 400.000 uguiyas la saben hasta los niños .La corrupción no se queda en las fuerzas armadas, sino que impregna a casi todo el que se mueve en_torno_a","['AFS', 'AFP']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g00220,"['el', 'Ejército', 'no', 'permanecerá', 'en', 'el', 'poder', 'más', 'de', 'lo']","['AMS', 'N4666', 'D', 'VDU3S-', 'P', 'AMS', 'N5-MS', 'D', 'P', 'ANS']",el Ejército no permanecerá en el poder más de lo,"Sharif , la suspensión de la Constitución y el anuncio de queel Ejército no permanecerá en el poder más de lonecesario para supervisar la renovación de la corrupta élite gobernante . El","['AMS', 'AMS', 'ANS']",FALSE,def
M98,Expression du lieu : Région/endroit,general,text_id g20727,"['la', 'marca', 'no', 'se', 'queda', 'en', 'el', 'cine']","['AFS', 'N5-FS', 'D', 'R6EZZZZ', 'VDR3S-', 'P', 'AMS', 'N5-MS']",la marca no se queda en el cine,", explica Carlos_Ramalho , marketing manager de Danone . La repercusión dela marca no se queda en el cine, sino que entra en la cadena de el ocio y seguirá","['AFS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00519,"['el', 'mundo', 'no', 'está', 'en', 'venta']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-FS']",el mundo no está en venta,agenda de movilizaciones para este fin de semana . Lemas como 'el mundo no está en venta' ( original de Seattle ) han sido barridos por el ',['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20363,"['El', 'debate', 'no', 'está', 'en', 'la', 'calle']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'AFS', 'N5-FS']",El debate no está en la calle,"plantean con entusiasmo o con desánimo , pero con igual convicción .El debate no está en la calle, ni ocupa las conversaciones , y sólo mi interés reabre un","['AMS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20465,"['el', 'humor', 'no', 'está', 'en', 'el', 'chiste']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'AMS', 'N5-MS']",el humor no está en el chiste,"epidérmico , más poliédrico , con más dimensiones . En Porca misèriael humor no está en el chiste, está en la sustancia de la vida . Los sucesos de","['AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20442,"['el', 'plan', 'soberanista', 'no', 'está', 'en', 'el', 'Congreso', 'sino']","['AMS', 'N5-MS', 'JQ--6S', 'D', 'VDR3S-', 'P', 'AMS', 'N4666', 'C']",el plan soberanista no está en el Congreso sino,"como un problema de constitucionalidad . Llamazares subrayó que el problema deel plan soberanista no está en el Congreso sinoque reside en Euskadi , porque esa propuesta nace sin el consenso","['AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20471,"['El', 'Madrid', 'no', 'está', 'en', 'las', 'manos', 'de', 'nadie']","['AMS', 'N4666', 'D', 'VDR3S-', 'P', 'AFP', 'N5-FP', 'P', 'RN-----']",El Madrid no está en las manos de nadie,"afirmó Bozidar_Maljkovic en la víspera de batir se con el Scavolini .El Madrid no está en las manos de nadie, apostilló el aludido . Como si quisiera reafirmar se en sus","['AMS', 'AFP']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20471,"['los', 'sospechosos', 'aunque', 'no', 'estén', 'en', 'prisión']","['AMP', 'N5-MP', 'C', 'D', 'VJR3P-', 'P', 'N5-FS']",los sospechosos aunque no estén en prisión,"es una ley que le autorice a ejercer un férreo control sobrelos sospechosos aunque no estén en prisión. Cómo ? A_través_de las llamadas órdenes de control , un compendio",['AMP'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20771,"['la', 'cuenca', 'no', 'están', 'en', 'tierras', 'andaluzas']","['AFS', 'N5-FS', 'D', 'VDR3P-', 'P', 'N5-FP', 'JQ--FP']",la cuenca no están en tierras andaluzas,"número de habitantes , sólo un 2 % de los residentes dela cuenca no están en tierras andaluzas. Por el uso que se hace de el agua , el",['AFS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20927,"['una', 'Anatolia', 'no', 'asiática', 'está', 'en', 'Europa']","['E6--FS', 'N4666', 'D', 'JQ--FS', 'VDR3S-', 'P', 'N4666']",una Anatolia no asiática está en Europa,"y los militares que lo vigilan saben muy bien_que el futuro deuna Anatolia no asiática está en Europa. Pla en su estilo , 2 #tf# BALTASAR PORCEL En la",['E6--FS'],FALSE,indef
M99,Expression du lieu : Région/endroit,general,text_id g21025,"['el', 'problema', 'no', 'está', 'en', 'Wikipedia']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N4666']",el problema no está en Wikipedia,"de noticias dudosas o informaciones tendenciosas . Claro que según algunos opinadoresel problema no está en Wikipedia, sino en la humanidad , que padece a demasiados imbéciles en",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20771,"['la', 'propuesta', 'rusa', 'ya', 'no', 'está', 'en', 'la', 'agenda', 'de', 'Irán', 'y']","['AFS', 'N5-FS', 'JQ--FS', 'D', 'D', 'VDR3S-', 'P', 'AFS', 'N5-FS', 'P', 'N4666', 'C']",la propuesta rusa ya no está en la agenda de Irán y,"el portavoz de el Ministerio_de_Exteriores iraní , Hamid_Reza_Asefi , quien dijo quela propuesta rusa ya no está en la agenda de Irán yque la situación ahora ha cambiado . Después de dar vueltas durante","['AFS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20037,"['los', 'obreros', 'no', 'podían', 'estar', 'en', 'huelga', 'por', 'un', 'decreto']","['AMP', 'N5-MP', 'D', 'VDA3P-', 'VI----', 'P', 'N5-FS', 'P', 'J6--MS', 'N5-MS']",los obreros no podían estar en huelga por un decreto,"algo tuvo que ver con el pecado original - , porque realmentelos obreros no podían estar en huelga por un decretoque los favorece y sólo perjudica a los vagos : y como",['AMP'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20037,"['los', 'vagos', 'no', 'pueden', 'estar', 'en', 'huelga']","['AMP', 'N5-MP', 'D', 'VDR3P-', 'VI----', 'P', 'N5-FS']",los vagos no pueden estar en huelga,"que los favorece y sólo perjudica a los vagos : y comolos vagos no pueden estar en huelga, porque es su estado permanente , he aquí que habían sido",['AMP'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21022,"['el', 'derecho', 'de', 'huelga', 'no', 'está', 'en', 'peligro']","['AMS', 'N5-MS', 'P', 'N5-FS', 'D', 'VDR3S-', 'P', 'N5-MS']",el derecho de huelga no está en peligro,"formar su primer Gobierno . Salieron apaciguados . Nos ha dicho queel derecho de huelga no está en peligro, aseguraba plácidamente Bernard_Thibault , secretario general de la CGT . A",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21022,"['el', 'mundo', 'no', 'es', 'estar', 'en', 'zona', 'de', 'tinieblas']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'VI----', 'P', 'N5-FS', 'P', 'N5-FP']",el mundo no es estar en zona de tinieblas,"tenistas malditos viven su gran oportunidad . Estar el número 18 deel mundo no es estar en zona de tinieblas, reta Juan_Carlos_Ferrero , ex número uno de el planeta , que",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21022,"['el', 'cuerpo', 'femenino', 'no', 'está', 'en', 'contradicción', 'con', 'la', 'inteligencia']","['AMS', 'N5-MS', 'JQ--MS', 'D', 'VDR3S-', 'P', 'N5-FS', 'P', 'AFS', 'N5-FS']",el cuerpo femenino no está en contradicción con la inteligencia,"que Playboy explotará luego , es decir , que la fascinación porel cuerpo femenino no está en contradicción con la inteligencia. O dicho de otra manera , que es posible la belleza","['AMS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21021,"['el', 'mal', 'no', 'estaba', 'en', 'los', 'huesos']","['AMS', 'N5-MS', 'D', 'VDA6S-', 'P', 'AMP', 'N5-MP']",el mal no estaba en los huesos,"de un hospital de Madrid y éste a el reumatólogo . Peroel mal no estaba en los huesos, sino en un tumor en el hígado que no fue descubierto","['AMS', 'AMP']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20717,"['el', 'postre', 'de', 'España', 'no', 'está', 'en', 'manos', 'de', 'ningún', 'país']","['AMS', 'N5-MS', 'P', 'N4666', 'D', 'VDR3S-', 'P', 'N5-FP', 'P', 'JN--MS', 'N5-MS']",el postre de España no está en manos de ningún país,", Bush nos dejará sin postre ? Respuesta . Yo creo queel postre de España no está en manos de ningún país, sino de ella misma . Tenemos muchos temas de interés mutuo",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20717,"['la', 'Constitución', 'no', 'está', 'en', 'peligro', 'y', 'denunciaron', 'el']","['AFS', 'N4666', 'D', 'VDR3S-', 'P', 'N5-MS', 'C', 'VDP3P-', 'AMS']",la Constitución no está en peligro y denunciaron el,partidista de la Constitución L. R. AIZPEOLEA Los socialistas subrayaron ayer quela Constitución no está en peligro y denunciaron eluso partidista para la confrontación entre españoles que hace el PP .,"['AFS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20717,"['la', 'Constitución', 'cuando', 'ésta', 'no', 'está', 'en', 'peligro', 'es']","['AFS', 'N4666', 'C', 'RD---FS', 'D', 'VDR3S-', 'P', 'N5-MS', 'VDR3S-']",la Constitución cuando ésta no está en peligro es,"está en peligro También señaló : Convocar una concentración en defensa dela Constitución cuando ésta no está en peligro es, igualmente , hacer un mal uso de ella . En este",['AFS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00470,"['La', 'unidad', 'democrática', 'no', 'está', 'en', 'relación', 'con', 'el', 'Gobierno']","['AFS', 'N5-FS', 'JQ--FS', 'D', 'VDR3S-', 'P', 'N5-FS', 'P', 'AMS', 'N4666']",La unidad democrática no está en relación con el Gobierno,"con ellos ? R . No , no para el Gobierno .La unidad democrática no está en relación con el Gobierno. La cuestión es si el PNV lo acepta , independientemente de","['AFS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00261,"['el', 'club', 'no', 'está', 'en', 'quiebra', 'y', 'es', 'solvente']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-FS', 'C', 'VDR3S-', 'JQ--6S']",el club no está en quiebra y es solvente,", Deportivo y Atlético_de_Madrid . Los investigadores de el Atlético afirman queel club no está en quiebra y es solventeLos auditores señalan que realizaron sus informes con los documentos que se",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00261,"['El', 'Atlético', 'no', 'está', 'en', 'situación', 'de', 'quiebra']","['AMS', 'N4666', 'D', 'VDR3S-', 'P', 'N5-FS', 'P', 'N5-FS']",El Atlético no está en situación de quiebra,"sus informes con los documentos que se les entregaron J. M. LÁZAROEl Atlético no está en situación de quiebra, ni de suspensión de pagos , ni hay peligro de desaparición",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00261,"['el', 'Madrid', 'no', 'esté', 'en', 'la', 'final']","['AMS', 'N4666', 'D', 'VJR6S-', 'P', 'AFS', 'N5-6S']",el Madrid no esté en la final,"expulsión . Pero no me siento culpable en cualquier caso de queel Madrid no esté en la final, aclaró recordando que hubo más responsables de el destino de el","['AMS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00261,"['el', 'equipo', 'no', 'esté', 'en', 'la', 'final']","['AMS', 'N5-MS', 'D', 'VJR6S-', 'P', 'AFS', 'N5-6S']",el equipo no esté en la final,"pida perdón no quiere decir que yo sea el culpable de queel equipo no esté en la final. Yo no dejé a el equipo con ocho jugadores , mi","['AMS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00261,"['el', 'General', 'no', 'estaba', 'en', 'condiciones', 'de', 'soportar', 'las']","['AMS', 'N4666', 'D', 'VDA6S-', 'P', 'N5-FP', 'P', 'VI----', 'AFP']",el General no estaba en condiciones de soportar las,"informes médicos y que en virtud de éstos , el cuerpo deel General no estaba en condiciones de soportar laslargas etapas de el proceso de extradición que se avecinaban . Y","['AMS', 'AFP']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00391,"['los', 'astronautas', 'no', 'estuvieron', 'en', 'órbita']","['AMP', 'N5-6P', 'D', 'VDP3P-', 'P', 'N5-FS']",los astronautas no estuvieron en órbita,plataforma de el cohete . Goldin no quiso hacer declaraciones hasta quelos astronautas no estuvieron en órbita. Cuando empezó a hablar tenía un tono mucho más alegre que,['AMP'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20324,"['el', 'piso', 'no', 'está', 'en', 'funcionamiento', 'porque', 'el', 'Consistorio']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-MS', 'C', 'AMS', 'N4666']",el piso no está en funcionamiento porque el Consistorio,las víctimas han sido acogidas en pensiones de la ciudad . Peroel piso no está en funcionamiento porque el Consistoriotodavía no ha firmado el convenio con Adhara - una entidad local,"['AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00358,"['La', 'diferencia', 'no', 'sólo', 'está', 'en', 'la', 'forma']","['AFS', 'N5-FS', 'D', 'D', 'VDR3S-', 'P', 'AFS', 'N5-FS']",La diferencia no sólo está en la forma,de el concurso basado en promesas de inversión de las operadoras .La diferencia no sólo está en la forma. El concurso para conceder en marzo cuatro licencias UMTS dejó en,"['AFS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20909,"['La', 'diferencia', 'fundamental', 'no', 'estuvo', 'en', 'el', 'juego']","['AFS', 'N5-FS', 'JQ--6S', 'D', 'VDP3S-', 'P', 'AMS', 'N5-MS']",La diferencia fundamental no estuvo en el juego,"nervios . Nadie se impuso en el centro de el campo .La diferencia fundamental no estuvo en el juego, sino en el acierto en los remates . En la primera","['AFS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00580,"['El', 'futuro', 'no', 'está', 'en', 'una', 'joint', 'venture']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'E6--FS', 'N5-FS', 'N5-FS']",El futuro no está en una joint venture,el hecho de que la estandarización es un proceso muy complicado .El futuro no está en una joint venture& l s q b ; unión de empresas & r s,"['AMS', 'E6--FS']",FALSE,mix
M99,Expression du lieu : Région/endroit,general,text_id g20912,"['la', 'línea', 'no', 'debería', 'estar', 'en', 'funcionamiento']","['AFS', 'N5-FS', 'D', 'VDC6S-', 'VI----', 'P', 'N5-MS']",la línea no debería estar en funcionamiento,"por FGV para modernizar la línea accidentada . En su opinión ,la línea no debería estar en funcionamiento. Recuenco insistió en que el accidente se podría haber evitado ,",['AFS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21020,"['El', 'Cádiz', 'no', 'estuvo', 'en', 'condiciones', 'de', 'pelear', 'por']","['AMS', 'N4666', 'D', 'VDP3S-', 'P', 'N5-FP', 'P', 'VI----', 'P']",El Cádiz no estuvo en condiciones de pelear por,"posterior a el descenso ( 2006-07 ) fue un absoluto fracaso .El Cádiz no estuvo en condiciones de pelear porel ascenso a el final de la competición , y el equipo",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00329,"['el', 'puente', 'no', 'está', 'en', 'cuestión']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-FS']",el puente no está en cuestión,"mes pasado , reconocieron que había problemas . La integridad fundamental deel puente no está en cuestión, pero debemos afinar y moderar el movimiento hasta un nivel aceptable",['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00265,"['El', 'ministro', 'no', 'está', 'en', 'posición', 'de', 'una', 'parte']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'N5-FS', 'P', 'E6--FS', 'N5-6S']",El ministro no está en posición de una parte,contradicción de la otra parte antes_de_que se pueda valorar la prueba .El ministro no está en posición de una partelitigante que tiene algo que probar . Es él quien toma la,"['AMS', 'E6--FS']",FALSE,mix
M99,Expression du lieu : Région/endroit,general,text_id g20794,"['el', 'AVE', 'no', 'estaría', 'en', 'Barcelona', 'ese', 'mismo', 'año']","['AMS', 'N4666', 'D', 'VDC6S-', 'P', 'N4666', 'ED--MS', 'EN--66', 'N5-MS']",el AVE no estaría en Barcelona ese mismo año,Gobierno_del_Partido_Popular se acabó en el 2004 sin que se reconociera explícitamente queel AVE no estaría en Barcelona ese mismo año. Si llegamos a Tarragona en el 2006 como nos hemos comprometido,['AMS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20709,"['el', 'poder', 'real', 'no', 'está', 'en', 'las', 'instituciones', 'elegidas', 'y', 'no']","['AMS', 'N5-MS', 'JQ--6S', 'D', 'VDR3S-', 'P', 'AFP', 'N5-FP', 'VC--PF', 'C', 'D']",el poder real no está en las instituciones elegidas y no,"de los uniformados y el paro . De otra , señaló ,el poder real no está en las instituciones elegidas y noes democrático . Gross y sus colegas se referían ante todo a","['AMS', 'AFP']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20709,"['El', 'problema', 'no', 'está', 'en', 'la', 'macroeconomía']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'AFS', 'N5-FS']",El problema no está en la macroeconomía,"no la inventó Chávez , recordó - y la exclusión social .El problema no está en la macroeconomía, sino en la política y las instituciones . José_Miguel_Oviedo subrayó que","['AMS', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,computer_science,text_id i00081,"['la', 'computadora', 'no', 'esté', 'en', 'funcionamiento', 'recibirá', 'también', 'un']","['AFS', 'N5-FS', 'D4', 'V9R6S-', 'P', 'N5-MS', 'VDU3S-', 'D4', 'J6--MS']",la computadora no esté en funcionamiento recibirá también un,error . Cualquier cliente que intente establecer comunicación con un servidor mientrasla computadora no esté en funcionamiento recibirá también unmensaje de error . Resumen A diferencia de las redes más antiguas,['AFS'],TRUE,def
M99,Expression du lieu : Région/endroit,general,text_id g00395,"['La', 'belleza', 'no', 'está', 'en', 'el', 'objeto', 'contemplado', 'sino', 'en']","['AFS', 'N5-FS', 'D', 'VDR3S-', 'P', 'AMS', 'N5-MS', 'VC--SM', 'C', 'P']",La belleza no está en el objeto contemplado sino en,nueva novela su experiencia como dueño de una galería de arte ELSA_FERNÁNDEZ-SANTOSLa belleza no está en el objeto contemplado sino enel sujeto que lo contempla . Al_menos eso cree el escritor Manuel_Vicent,"['AFS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20307,"['Los', 'lectores', 'no', 'están', 'en', 'la', 'Luna']","['AMP', 'N5-MP', 'D', 'VDR3P-', 'P', 'AFS', 'N4666']",Los lectores no están en la Luna,"usted le han timado con el precio de el Big_Mac "" .Los lectores no están en la Luna. Emplazo a el responsable de aquella información a que nos dé","['AMP', 'AFS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00419,"['el', 'euro', 'no', 'estará', 'en', 'los', 'bolsillos', 'de', 'los', 'ciudadanos']","['AMS', 'N5-MS', 'D', 'VDU3S-', 'P', 'AMP', 'N5-MP', 'P', 'AMP', 'N5-MP']",el euro no estará en los bolsillos de los ciudadanos,"el resto de los países que han adoptado la moneda única ,el euro no estará en los bolsillos de los ciudadanosgriegos hasta el 1_de_enero_de_2002 . Para el público en general , la","['AMS', 'AMP', 'AMP']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20464,"['el', 'Barça', 'no', 'está', 'en', 'una', 'coyuntura', 'tan', 'brillante', 'como']","['AMS', 'N4666', 'D', 'VDR3S-', 'P', 'E6--FS', 'N5-FS', 'D', 'JQ--6S', 'D']",el Barça no está en una coyuntura tan brillante como,"banquillo a ningún equipo , Platini expuso las causas por las queel Barça no está en una coyuntura tan brillante comohace tres meses . Hay dos etapas clave en una temporada .","['AMS', 'E6--FS']",FALSE,mix
M99,Expression du lieu : Région/endroit,general,text_id g20893,"['la', 'clase', 'presencial', 'no', 'está', 'en', 'peligro']","['AFS', 'N5-FS', 'JQ--6S', 'D', 'VDR3S-', 'P', 'N5-MS']",la clase presencial no está en peligro,es tan grande que yo creo que miente el que dice quela clase presencial no está en peligro. Una fundación ofrece en su ' web ' la lista de,['AFS'],FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20893,"['El', 'poder', 'no', 'está', 'en', 'el', 'Gobierno', 'sino', 'en', 'el']","['AMS', 'N5-MS', 'D', 'VDR3S-', 'P', 'AMS', 'N4666', 'C', 'P', 'AMS']",El poder no está en el Gobierno sino en el,"que Justicia y Caridad boicoteará porque las considera de_antemano una bufonada .El poder no está en el Gobierno sino en elpalacio real , señala la portavoz . Por eso el PJD pondrá","['AMS', 'AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g20565,"['el', 'balón', 'casi', 'nunca', 'está', 'en', 'el', 'césped']","['AMS', 'N5-MS', 'D', 'D', 'VDR3S-', 'P', 'AMS', 'N5-MS']",el balón casi nunca está en el césped,"bandas , pero no profundiza . Y va bien por alto porqueel balón casi nunca está en el césped. El primer periodo cumplió las expectativas de el técnico vizcaíno .","['AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g00569,"['el', 'PSOE', 'que', 'el', 'CIS', 'está', 'en', 'el', 'debate', 'político', 'pero', 'no']","['AMS', 'N4666', 'C', 'AMS', 'N4666', 'VDR3S-', 'P', 'AMS', 'N5-MS', 'JQ--MS', 'C', 'D']",el PSOE que el CIS está en el debate político pero no,"una inversión inicial de 140 millones de euros . Lucas responde ael PSOE que el CIS está en el debate político pero nopartidista Ni dimitirá el director de el Centro_de_Investigaciones_Sociológicas ( CIS ) ,","['AMS', 'AMS', 'AMS']",FALSE,def
M99,Expression du lieu : Région/endroit,general,text_id g21000,"['los', 'militares', 'ya', 'no', 'están', 'en', 'la', 'franja']","['AMP', 'N5-6P', 'D', 'D', 'VDR3P-', 'P', 'AFS', 'N5-FS']",los militares ya no están en la franja,"hace dos años , tras la evacuación de los colonos judíos ,los militares ya no están en la franja, pero la cultura de la violencia persiste . Y contra quién","['AMP', 'AFS']",FALSE,def
